Reviews,Rating
Almost perfect!,5
Superb service ,5
Outstanding Hotel in the center of Athens,5
Hotel Grande Bretagne,5
Hotel Grande Bretagne,4
Great!,5
Old-world class and fabulous spa,4
Honeymoon for two!,4
First rate luxury hotel,5
Trademark for Athens,5
The Best hotel in Athens,5
"Excellent otel, service and location",5
Too high expectations?,4
"A great night's sleep, great room and excellent breakfast",4
Excellent !,5
Very Good - mostly,4
Get a view stupid,4
Impeccable Service in the Heart of Athens,5
Absolutely magnificent!,5
The best in Athens. Period.,5
Exquisite Service and Beautiful Property,5
Weekend Break,5
It was a Palace but We Had the Maids Quarter,4
It really is Luxury Collection.,5
Hotel Grande Bretagne. Deservedly titled 'Grande',5
Best Hotel in Athens...even if you get tear gased by the police.,4
Outstanding,5
A spectacular Hotel - total luxury!,5
Beautiful hotel with several BUT´s,4
"Outstanding Hotel, service and location",5
Most likely the best in Athens,4
"Classically Styled Hotel, perfect location",5
Old style classic,5
Great views,4
Perfect Start to our Grecian Adventure,5
Good hotel.,4
Grand but delicious,4
"excellent hotel, top location",5
"The Good, the Bad and the Ugly!",4
Great Hotel!,5
A fine hotel with history,4
Luxury and Class,4
A luxury not to be missed!,5
Amazing Banquet!,5
True  luxury and the perfect location,5
Best location,5
Beautifull property!,5
Trully luxury hotel,5
Excellent - ever so slightly let down by spa,4
Brilliant hotel,5
A great way to start a trip,5
Alexander's Bar,4
"Beautiful luxury hotel, great location.",5
"""DELUXE STAY""",5
STUNNING SLICE OF HEAVEN,5
Elegance in Athens,5
Outstanding,5
One of best,5
It's all very Grand at the GB,5
Nice hotel but not amazing.,4
Overnight Stay,5
Luxury w/ top quality spa,5
Pure Luxury !,5
"After so many visits, still excites me!",5
Per-Fec-Tion,5
The Best of the Best!,5
IS THERE ANY OTHER ?,5
The Grand Bretagne ,5
Utter indulgence.....,5
"Great location, and wonderful rooftop restaurant...",4
very nice,4
First class,5
Luxurious,5
Memorable!,5
"Perfect location, perfect service, almost royal atmosphere - real luxury.",5
Fabulous views,5
Excellent roof top restaurant with views and well positioned,4
Everything I Expected and More,5
Hotel Grande Bretagne - Athens,5
simply the best!,5
Amazing Acropolis view.,5
The Best Spot In Athens,5
Grande Bretagne Athens,4
"best view in Athens, but coldly elegant.",4
Good choice for this hotel,5
Old time elegance with modern amenities,5
"Perfect location, lovely hotel!",5
The view is spectacular,5
Going the extra yards,5
Beautiful & Convenient,4
birthday treat,4
Very Nice,5
Simply a Beautiful Hotel,5
Wonderful Hotel - however the room was small !,5
Gracious accommodation in the BEST location in Athens ...,5
Amazing in every way,5
Were a bit unreasonable...,2
Best place ever-destination in itself!,5
"Busy, stuffy lobby",3
Luxury with outstanding location,5
Service & Style,5
Awesome hotel,4
Glorious views from the rooftop terrace!,5
Great hotel,5
Wonderful staff and hotel,5
Great location,4
Great classic hotel in the heart of Athens,5
Top Luxury Hotel in Athens,5
5 Star Elegance,5
Outstanding service!,5
Great location in Athens,5
Luxury,5
Classy Five Star Hotel,5
Among the nicest hotels I've stayed in; exceptionally tasteful,5
"Great hotel, excellent service",5
The epitome of a five star hotel.,5
Perfect,5
Five Star Experience,5
FIRST CLASS HOTEL,5
"Nice location, breath taking views from roof top",4
Top notch property in the heart of Athens,5
Timeless elegance,5
Fantastic 5-Star Hotel,5
Well worth it,5
Luxury hotel in a great location to enjoy Athens,4
Cozy place and great location!,5
Superb,5
Classic Luxury Hotel,5
Luxury worthy of the cost,5
A great night's sleep & location,5
"Excellent hotel, perfect location!",5
"Perfectly located, superior facility",5
Top notch big city hotel. Here are some tips...,5
Excellent Stay at Beginning of Our Vacation,5
If you have to stay in Athens...,5
Beautiful hotel and great location,4
Everything you could want,5
Started well but ended in disaster,3
Best hotel ever!!,5
Amazing hotel,5
Athens,4
SottoK,5
feel like a king,5
"Classic luxury, but could be better",4
Deception,1
Has seen better days,3
"Very, very Nice.  Great Location",5
Amazing Hotel!,5
This is what a hotel should be,4
Ultimate luxury in top location,5
"Accommodating Luxury,",5
Amazing jewel in the heart of Athens!,5
Hotel Grande Bretagne,5
Amazing every year,5
Posh hotel... Perfect location. Service was excellent and every time we travel to Athens first priority to stay in hotel,5
Great Location,3
regal and elegant,5
Good city hotel,4
Loved it,5
Fabulous start to a holiday,5
Parfait!,5
"Great location, inconsistent service",4
Elegant city hotel,5
Perfect! In every way,5
Perfect hotel,5
Excellent!!!,5
The Best in Athens,5
"A wonderful, beautiful hotel with lukewarm Reception staff.",4
Amazing hotel!,5
The Crown Jewel,5
"Luxure, chic and style",5
Loved it,5
The 'Grande Dame' of Athens,4
Fabulous Hotel - Great location,4
Best hotel in Athens,5
Wonderful Hotel.,5
"Excellent Customer Service, Great Location",5
"Location, luxury, graciousness",5
Luxury & perfection,5
Position central,4
Roof top pool staff,4
Lovely Athens Grand Hotel,4
"""Extremely Disappointing, Theft, Horrible Customer Service and Poor Management""",2
Can't beat the location and rooftop.,5
Perfectly nice stay in Athens,4
An Exceptional Hotel,5
Well past its use-by date,1
Maybe the Best Urban Hotel in the World,5
The best,5
Really great location with awesome restaurant,5
La Grande Classe !,4
An Absolute Gem - in every way!,5
one of the least rewarding experiences in otherwise rewarding location,2
The Best Hotel in Athens.,5
"Traditional high-end style, breathtaking views",5
Excellent  Facilities and  services,5
A Jewel in Starwood's Crown,5
Excellent location and beautiful rooftop bar!,4
Grand all the way !,5
This is the ONE,5
Perfection,5
Great location/Great Roof Top Bar/Clean and Classy,5
Amazing! Location and Service A++,5
Great historic hotel,5
Elegance on another level,5
"Beautiful, grand hotel....Highly recommend",5
"Excellent hotel, lovely spa",4
Beautiful hotel,3
Everything a five star hotel should be,5
"Best hotel in Athens, Greece",5
"Great location, great hotel",5
Well worth it,5
Perfect Location in Historic Hotel,4
Couldn't Have Been Better,5
Simply great,5
Perfect!,5
A very pleasant stay,5
Most scenic breakfast I have ever had....,4
Outstanding,5
"Nice hotel with beautiful view, BUT...",4
"Great location, fabulous rooftop pool, bar and restaurant",4
Beautiful and Elegant,5
Everything a five star hotel should be,5
fantasic hotel,5
Best in Athen,5
Very nice way to start off in Athens,5
Expensive hotel - service average,3
Central Location but tough during protests,4
Decent but nothing special,3
Finest hotel in the world,5
Delightful,5
Pleasant stay in central Athens,5
Amazing Luxury Hotel,5
Wonderful,5
Great Hotel... 5 star.... great rooms killer view of the Acropolis.,5
The hotel that makes you say WOW!!!,5
Athens in style...,5
...one of the best properties ever seen...,5
"Historic, well-maintained hotel in central location",4
LUXURY!!!!,5
The place to stay in Athens,4
What a treat !!!!!!,5
A Grand and luxurious hotel,5
Old world charm,5
A Fabulous Hotel in the Heart of Athens,5
"Beautiful hotel, marred by small gripes",4
An Excellent Choice through and through,5
Superb Hotel and Service,5
A Worthy Splurge,5
Perfect stay,5
just the best -,5
Service and The View,5
"Great hotel, perfect location",5
Wow!,5
Great place to stay in Athens,5
Historic and lovely,5
Views to die for,5
Perfection,5
"Lovely hotel, great location",4
"Lovely hotel, lobby staff a bit surly.",5
"Great place, beautiful hotel...staff training required",3
"Great property...treatment, not so much",3
Grande says it all!,5
Worth paying the extra for the location,5
Great hotel for couples,5
"Great location with great view, poor outdoor pool area",4
Live like a Greek God...,5
One of the poorest customer service I have experienced,2
"Beautiful property, but a real problem with attitude",3
Luxury with some annoyances,4
Nothing could be better!,5
Best Hotel in Athens!,5
"Excellent stay, a truly luxurious property",5
Grand Experience,5
"Luxurious, city centre",4
best breakfast in town,5
Great hotel in the heart of Athens!,5
"Outstanding, but make sure to the view",5
The best of Athens,5
"Location, Location, Location",4
"Avoid the check in desk, everything else is 5 star",4
drips of old eligance,4
A must in Athens,5
Athen's finest hotel,5
A Real Jewel !!! We Loved it !!!,5
Top of the Line,5
best position in world-outstanding,5
Wonderful stay in Athens,4
Grande it was,5
Old world charm,5
A reference for any hotel which seeks the excellence,5
Beautiful hotel and fantastic location,5
Over the Top Luxury with a Few Cracks in the Fine Marble,4
Grand Indeed,5
Certainly is Grande !,5
Great experience,4
some niggles but overall comfortable,5
Great hotel,4
"Superb hotel, truly as good as it gets",5
AMAZING,5
Very classy,5
Stunning in every respect,5
I will always stay here! amazing,5
Queue nad chaos,1
A Five Star Palace,5
Wedding at the GB,5
Perfect location,5
Amazing Stay,5
Fabulous!,5
Wonderful Stay,5
Athens fun,5
Worth waiting 42 years for,5
A TRULY GREAT HOTEL,5
Best hotel in Athens-Hands Down,5
"Luxury next to Antiquity, Stunning",5
Genuine 5 star hotel,5
"Beautiful hotel, nice staff, good breakfast",5
The best place to stay in Athens!,5
One Of The Best And I have stayed at The Best,5
"Great hotel, stop by for a drink if nothing else",5
Great place to stay,5
Wonderful Welcome,5
Wow,5
Grande Bretagne Athens/Syntagma Square,5
Very nice hotel,4
"Perfect location, excellent accommodation",5
A 5 star stay,5
Stayed one night (first) of our honeymoon...,5
A glamour among ruins,5
First Class Experience in every way!,5
The best of the best in every way,5
The Best Hotel In Greece and one of the Best in Europe.,5
Like Hotels used to be!,4
Simply The Best,5
Expensive but Amazing,4
Why stay anywhere else in Athens?,5
Old world elegance,5
Magnificent hospitality,5
Luxury - at a price,4
luxurious elegant  hotel,5
Best Hotel in Athens,4
Old Style Luxury,4
beautiful hotel,5
Most Wonderful Hotel in Athens!,5
Fantastic view and accommodation,5
Fabulous luxury,5
Unbeatable location and great service,5
"Good central, a bit oldish",4
Alexander’s Bar: Opulent,5
Probably the best in Athens,4
"Excellent location, staff, & room",5
Perfect Location when you only have a few days,5
Hotel Grande Bretagne,5
Traditional hotel luxury - an incredible location,4
Gorgeous Hotel But Staff Was Just Average,4
one of the best hotels in Europe and for sure the best in Greece,5
"Top, top hotel",5
"Beautiful Hotel, Fabulous Location",5
The Grande Dame of Athens,5
Great and OUTSTANDING breakfast!,5
It was an excellent experience.,5
excellent quality and location,5
"Beautiful hotel, average location",5
Amazing Arcropolis vue and great location,5
It is so Grand!,5
Top of the line,5
Excellent,5
"Historic, elegant, classic",5
A Grand experience - worth every euro!,5
Old School Excellence,5
It's a Knockout!,5
The jewel of Athens.,5
Great.... Britain,5
History & architecture meet service & refinement,5
If you are after the best in Athens,5
Beautiful,5
The best in Athens. Always was and still remains,5
Best Hotel,5
"Beautiful rooms, amazing food, oh and what a view!",5
Greatest View in the World,5
The very best quality hotel in Athens. Back to old-time luxury!,5
Lovely Classic Hotel overlooking Syntagma,5
One of the most beautiful hotels in the world,5
One of my favorite hotels in one of my favorite cities!,5
feel like a god(dess) in Athens,5
The best hotel!,5
Amazing hotel:pure bliss and luxury! But expensive extras...,5
THE ONLY PLACE TO STAYBIN ATHENS,5
Meet Athens mythic Hotel,5
Luxury and location,5
Best location In Athens !!,5
Perfect location,5
Elegance and location,5
Hotel beautiful but over priced,4
Grand at its very best,5
just perfect,5
GRAND AND MAJESTIC !,5
Historic Elegance,5
Impressive and classic,5
Classic Hotel in a perfect location,5
Nice hotel,4
Charming,4
Very nice hotel,4
Nicest hotel I have ever been to.,5
Good choice,5
Very Grand but not as good as the King George,5
Our Best Ever 'Stop Over'...,5
When you arrive your jaw drops.... I'm staying here?,5
Truly Five Star Experience,5
Location is Everything,4
Hotel stay prior to cruise,5
Fancy pants luxury,5
Excellent Hotel with the best Lobby Restaurant,5
Best location in Athens,4
"Historic, centrally located, great facilities",5
Elegant and Fabulous,5
excellent if you can afford it,5
Old fashioned style,5
Beautiful Hotel with great views of the acropolis,5
A grand hotel..,5
A hotel perfection,5
"Loved the sunroof terrace on 7th floor, awesome spa, etc",5
Best of the best,5
Incredible,5
Total Excellence,5
Wonderful hotel,5
The best hotel ever....,5
Great view and location,5
Great and classic old lady,5
Beautiful and comfortable,4
Best hotel in Athens!,4
Definitely worth the price.,5
Extras for Families and All,4
Pre-cruise night in Athens,4
very classy,5
Grand Hotel in Athens,5
The best hotel in Athens,5
Wonderful place with a lot of charm,5
The exquisite 320 room Grand Bretagne Hotel on Syntagma Square,5
A piece of history in its own right.....,5
Pure luxury with the best rooms and restaurant views in Athens,5
"Really nice hotel, posh but relaxed and comfortable",5
Incredible service! and the restaurant on the 8th floor a must,5
very good hotel,4
Beautiful Classic Hotel in a Great Location,5
Old world elegance in a prime location,5
Great Hotel,5
Great Location,4
what a hotel  !!!!,5
A Dream Hotel,5
Twas Beautiful,5
"Great hotel, Good location, fantastic views",4
Simply THE BEST:-),5
Great grand hotel,5
Excellent!,5
Take a break.......,5
"Luxury hotel, great location",5
Amazing!,5
The Acropolis and Grande Bretagne - the best of Athens,5
Best hotel in Athens,5
"Great view of the Acropolis, wonderful restaurant, service, room",5
Fabulous and Grand Hotel Experience,5
Stately & Elegant,5
Simply superb,5
Cant get any better!,5
Great Location. Wonderfull service. Luxury rooms.,5
Worth the money,4
Athens hotel is Grand,5
Worth every penny!,5
Lives up to its reputation,5
Simply The Best In Athens,5
So grand....so comfortable!,5
best place to stay in athens,5
Fabulous Stay at the Grand Bretagne,5
Greek delight,5
The very best of Athens,5
Very good but not great,4
The Best of Athens,5
Luxury gem in the heart of Athens,5
Great location and gorgeous restaurant,4
Always a pleasure on multiple stays!,5
Won't stay again but it was not the staffs' fault,2
"Best hotel in Athens, bar none.",5
Luxury indeed,5
"Great Hotel, great location",5
a great hotel,5
Great location- beautiful hotel,5
A lovely well managed hotel,4
Great,5
Elegant Hotel,5
Excellent Hotel In The Heart of Athens,5
great feeling but some disappointment,4
Best location can at times be worst location,5
Best Hotel in Athens,5
beautiful hotel,5
elegant hotel,5
Magnificent and Magical,5
Hotel Grande Bretagne 3 night stay,4
"Bad food, nice view, inconsistent staff",3
A well placed night of luxury,5
Pricey but lovely!!,4
Great short stay in Athens,4
An oasis in central Athens,5
Excellent service and atmosphere this magnificent hotel in the center of Athens is one of the best hotels I ever been,5
Beautiful Hotel,5
Excellent hotel,5
Mixed reviews,2
Excellent Hotel,5
The Lady of Athens,5
Pure opulence,5
Grand in Old World Style,4
Old world elegance,5
The place to stay in Athens,5
Lost . . . and FOUND!,5
The ONLY place to stay in Athens,5
Almost perfect,4
Excellent location for shopping and watching the events in Greece unfold!,5
Elegance,5
A perfect experience,5
Perfection!,5
Luxury in Athens,5
Luxury all the way.,5
"Haughty, Cold Staff, and Much too Expensive!",3
Can't wait to go back to this amazing hotel!,5
Definitely luxury!,5
Perfect spot to kick off our honeymoon!,5
The best views in Athens. Probably the best hotel in Athens.,5
Like a second Home,5
Excellent Old World Luxury,5
A Grande Experience,5
just perfect!,5
"Great stylish hotel, walking distance from Acropolis",5
Superb hotel in Athens,5
Best hotel in Athens in Crisis!,5
Very Beautiful Hotel,5
Grand hotel with a dominant outlook over Athens,5
Best Spa Experience!,5
Beautiful Hotel,5
Best location,5
Excellent experience!,5
Great hotel great location do not miss the experience,5
"great location, room, spa",5
Fantastic experience,5
Wonderful Hotel in a Great Location,5
Great stay,4
"Did not feel comfortable here, is it just me?",3
Old Charm,4
Grand hotel,4
Warm Staff and Great Views,4
"High quality, luxurious, but service could be warmer",4
Not really five stars,4
Great hotel. Best in Athens,5
Five plus stars,5
Outstanding,5
Taxi Caveat,4
Worth it in every way!,5
Very elegant,5
Quick but lovely visit,5
"The Good, the Bad, and the Ugly.",4
Fantastic,5
Ringside seat on history and history being made,5
Mon pied à terre à Athènes,5
Hotel Grande Bretagne Stay,4
Perfection in the Heart of Athens!,5
Luxury and incredible roof-top restaurant!,5
"GRAND HOTEL, NOT SO GRAND RECEPTION STAFF",4
Nothing beats their rooftop restaurant!,5
Beautiful but too busy,3
Best place to stay in Athens,5
Fantastic,5
Lovely,5
Beautiful hotel with horrible service...,1
view and location combined with elegance,5
Nice if your budget allows,4
Not impressed,3
the magnificent hotel grande bretagne,5
Like being spoilt? Make this your first choice!,5
"Once again, a wonderful stay!",5
A great and comfortable stay,5
Very interesting hotel in the heart of the action in Athens,5
Location and service,5
Simply Gorgeous,5
Great two days - wonderful stay,5
Truly Grand,5
"Great room, best location and even better view",4
Maybe its the crisis but rooms price/value AMAZING!,5
Grande is Great,5
The Crown Jewel of Luxury Hotels,5
Wow. Awesome and classy hotel,5
It lived up to its reputation,5
Expensive and stuffy,3
A classy hotel with nice rooms and a central location,4
Equal 1st,5
exelente,5
Best of the best,5
True Luxury,5
Wonderful !,5
One of the Best,5
paradise to stay,5
We loved both of our stays,5
You can practically touch the acropolis!,4
Best view of Acropolis from Rooftop restaurant,5
This is your place in Athens!,5
Calling all SPG platinum members... beyond amazing!,5
When splurging is a possibility,5
Athens on January,4
most luxurious hotel,5
pure English hotel in Greece,5
lovely hotel but might like to get their housekeeping to start slightly later?,4
excellent stay,5
I felt like Cinderella,5
Simply the best,5
"How is this #4? If you're looking for top luxury, this has to be #1",5
location...wow. rooms...wow. romance factor...wow. service....WOW. trip of a lifetime!,5
Fabulous!,5
"Extremely Late Review, But WOW!!",5
Wow must stay! Bucket list!,5
Perfect location and eccellent service,5
Very much enjoyed my stay at HGB,4
Were all the political action takes place,4
This would take some beating...,5
Ok,4
Disappointing to say the least,2
Best hotel in Athens...,5
"Beautiful property, great location, amazing spa!",5
to the grande bretagne....,3
comfortable hotel in the center of Athens,5
How Great can a Hotel Get?,5
Another super comfortable stay at the GB,5
Such a friendly place,5
amazing,5
Nice hotel with location that cannot be beaten but staff was!!!!,4
"Tell people in Greece that you are staying here and they'll reply ""It's the best""",5
Great Experience,5
Excellent accommodation,5
Traditional and luxurious,5
The Ultimate Luxury in Syntagma Square,5
Traditional Quality Hotel,5
A very grand hotel,5
Amazing Hotel,5
Great Service and Fantastic Location!,5
Top Shelf,5
Great Hotel,5
Fantastic Stay!,5
You can't beat this place,5
"Fabulous location, great ambience and excellent service",5
Outstanding!,5
EXQUISITE,5
Classic beauty,5
"Hotel and restaurant were great...staff, not so much",3
Perfect!,5
Perfect everything,5
You cannot go wrong here,5
Fabulous,5
A dream come true.,5
A fabulous hotel with character and style,5
Great Location,4
Splendid,5
Great experience,5
Personalised perfection!,5
a true luxury hotel,5
Nicest hotel I have ever stayed at,5
Fantastic stay,5
Perfect-Amazing-Better than Expected,5
"Luxe, calme, et volipté",4
Luxury in Athens,5
Absolutely Fabulous!,5
Simply Wonderful and Deliciously Magnificent!,5
Very good location.,4
The best place in athens,4
Wow Wow Wow,5
"Almost wonderful, but not quite",5
A 5 star property where the staff makes the difference,5
Obviously nice/luxurious but lacking something,4
One of the best hotels in Athens,5
Best location in Athens!,5
One of the best in Athens,5
Great Hotel in a Great Location,4
Best hotel in Athens,5
Don't Laugh. The Grand Bretagne is a BARGAIN,5
Just as a luxurious hotel should be,5
"Great Service, Great Location",5
Simply excellent,5
Amazing Hotel with great view; very expensive,5
Luxury defined!,5
Wonderful and Unforgettable Hotel Grande Bretagne !,5
Ringside seat for the strikes!,5
An elegant lady,5
True Luxury,5
Exceptional in every way!,5
Don't accept a room at the front on the Square!,4
Unexpectedly and outrageously disappointing stay,1
Amazing Location and Service,5
THE Luxury Hotel in Athens,5
Real quality.,5
Luxury after the Strike,5
Ahhh Luxury!,5
Solace amidst meltdown,5
True perfection in every detail!,5
First class hotel with impeccable service,5
Beautiful hotel in a wonderful location,4
Exceptional Hotel,5
Indeed Grande,5
Historic gorgeous Hotel in the middle of Athens!,5
"OK, Good Location",3
Old world elegance in the heart of Athens,5
One night pre-cruise,5
"Superb in all details, but location is absolutely above everything...",5
The Calm In The Storm,5
"Old World Elegance, Perfect Location",5
heavenly,5
An old standard that retains it character and class,5
Worth Every Penny,5
Great Views,4
Dinner overlooking the Acropolis for our 40th Anniversary,5
Beautiful hotel with awful service,4
outstanding,5
"Overrated, overpriced, dreadful service",1
Kind of sad,2
One of the great hotels of the world,5
Pricey but well worth it!,5
"Great hotel, Great location,Great staff",5
Very Disappointing,2
A beautiful and majestic hotel with average rooms,3
Best place to stay in Athens due to location,4
Magical,5
One of the grand hotels of Europe,5
"Very good, and worth the stay.",4
Super Location,5
Over priced,3
"Stay for the history/view, rooms are just good",4
Grand Tradition,5
Wonderful Hotel in Athens,5
The Place To Stay In The Center Of Athens,5
Grand it is....,4
What a wonderful hotel!,5
Old World Elegance,5
Fantastic location and beautiful property,3
"Classy, old style and excellent location",4
Superb Hotel,5
Old world luxury in th center of Arhens,5
old luxury but erradic service,4
Best hotel I've been to,5
Beware their billing!!,1
Gorgeous hotel!!!!,5
The only place to stay in Athens.,5
we loved it here,5
Wonderful experience,5
Very nice but...,4
Reputation,5
A jewel of a hotel!,5
A little bit of paradise in the middle of athens,5
Loved it.  Highly recommend.,5
Wow! Five star luxury,5
Best place in Ath but still....,4
Superb,5
This is how a guest should be treated ..... polite and gentle!,5
Outstanding Hotel - Best place in Athens,5
Great place to relax,5
Perfect location for business and leisure which offers upscale lifestyle,5
Elegant Stay in Athens,4
We loved it and would definately stay there again,5
Great Location,4
Over the Top Wonderful,5
Not enough superlatives to describe this place!,5
Great Location,5
Always great,5
TheThe most elegant hotel we have stayed at with excellent service all around,5
"Lovely place to stay, great location",5
Great location and spectacular rooftop view,5
Incredibly disappointing service,3
5 star all the way!,5
"Terrible, unfriendly service. No where near a five-star",2
Absolutely faultless,5
Fantastic hotel! Don't hesitate just book.,5
"SHEER PERFECTION, BEAUTY AND ELEGANCE!",5
Great city hotel,5
Class and Belle Epoque in the city center,5
A must in Athens,4
It does not get much better than Hotel Grande Bretagne.,5
Nice but.....,3
"The good (a lot), the bad (very little), and the ugly (read on).",4
"It's elegant and charming in its own way, but the Greek Gods would probably have wanted more",4
"Outstanding Service, Quality, and Ammenities",5
Simply Excellent,5
Didnt stay but had High Tea,5
Position position position- what a treat,5
excellent hotel,5
In the heart of the action,4
Beautiful Hotel which didn't quite live up to my expectations,4
Very Nice!!,5
"Best location in Athens, in spite of the protestors",5
Great Hotel and Great Staff,5
Disappointing service,3
"Beautiful!""",5
Over priced and over rated and that's being kind!,1
Delighted with our stay,5
"Elegant, Cozy, Sophisticated",5
"Excellent Location, Good Hotel, Service Lacking",4
"Overall very good hotel, but with one shortcoming",4
A grand hotel,5
Protestors No Problem at the Grande Bretagne,5
"Amazing hotel, very classic",5
Place to stay in Athens,4
"So disappointed, we left early. Not friendly.",2
Honeymoon 3 nights Athens,5
stunning and elegant,5
Great hotel - nice location,5
The Absolute Best Hotel in Athens...ask anyone who lives there.,5
Very Elegant Hotel,5
Fabulous. Absolutely perfect,5
Great stay,5
Luxury with the best view in Athens!,5
The royal treatement all the way!,5
"Excellent service, spotless room, WiFi should be for free though.",4
What a great experience!,5
Simply Amazing!,5
A luxury stay...But...,5
best hotel in athens,5
Still the best of the best,5
"Excellent choice in Athens - quality, location, and service",5
"Expensive, old fashioned opulence. Location, location, location.",4
"Wonderful place, superb service, excellent location",5
The best hotel ever,5
Great location but not the best value for $,4
"Beautiful hotel, great location",5
Solid high end hotel in Athens,4
"Great location, but pricey",4
Terrible systems,3
Perfect start & end to an amazing vacation,5
fantastic hotel - great service and location,5
"A luxury collection indeed....""",5
Wonderful hotel in a central location,5
"Outstanding service.  Great, if noisy, location.  Small rooms",4
Impeccable!,5
"Magnificent hotel -- beautiful rooms, great service, PHENOMENAL VIEW",5
A legend in the heart of Athens,5
Historic Hotel + Fantastic Service,5
The BEST hotel in Athens !!!,5
"World-class spa facilities, excellent restaurants, close to tourist attractions",4
"A truly ""Grande"" experience",5
Surely one of the finest hotels in the world,5
Trully Grande,5
No wonder this hotel has multiple awards!,5
Scammed by hotel chauffeur; no response from management,4
"Definition of luxury, location doesn't get any better than this",5
Classy hotel!!!!!!!!!!!!!!,5
A destination in itself,5
Luxury in the perfect location,5
A very luxurious hotel in the heart of athens,5
luxury in a box,5
"A ""real"" Palace Hotel",5
"WOW, the most AMAZING, service!!",5
undisclosed fees,5
Beautiful hotel with an incredible view,5
Stunning roof top terrace,5
Best in Athens,4
Could See Acropolis from Our Room,5
"Fabulous hotel, minor issue dealt with perfectly",4
"It is a centralized, lovely hotel with great amenities and service",5
"Great location, fine hotel, small but comfortable room, staff 'mostly' welcoming..",4
Fantastic location and great hotel with best views from roof top.,5
Elegant and Comfortable with Warm Sincere Service,5
Palace turned luxury hotel with great services,4
An elegant hotel in an excellent location with an incredibly view of the Acropolis,5
The Grand Dame of luxury hotels,5
Not spectacular as i expected,2
Impersonal and unimpressive,3
Beautiful But Bad,3
"Incredible hotel, poor management.",4
Great Location,5
Fantastic Experience,5
Wonderful hotel,4
Wonderful Stay,5
Great Hotel,5
top Athens hotel,5
The place to stay in Athens!,5
Awesome,5
"Beautiful, Classic, Old World Style Hotel in Athens",5
Not worth the price at all,2
One of the best travel experiences ever!,5
Superior service complements great accomodations,5
Top Luxury Collection hotel with stuning location and impressive view,4
Hotel Grand Bretagne - Worth visiting even if you're not staying there,5
Unbelievable Hotel,5
Top Notch Hotel,5
5 star expectations met!!,5
Excellent Stay: few minor disappointments,5
5 star service!,5
Great pool Great Restaurant rest is way over rated,3
Elegant hotel with a perfect location.,5
Old world elegance,5
"Excellent location, friendly staff, quality service",5
An Absolute Gem!,5
We are poor but we live well!,5
"Quick overnighter, with spectacular views.",5
"Great Service, food, and rooms",5
Greatest hotel in the world!,5
The lap of luxury,5
"Wonderful hotel, great location and excellent food",5
ONE OF THE BEST IN THE STARWOOD GROUP,5
Simply Great !,5
This is what a hotel should be!,5
"Once again, we cannot say enough good things...",5
By far the best hotel in Athens,5
Greek Peak,5
Location location,4
Good location bad service,2
5 Star Hotel with 5 Star service,5
This is a top class hotel,5
Very disappointing - a hotel past its prime,2
"Unbeatable view, erratic service",3
The Best in Athens,5
worst imaginable check-in experience,3
A perfect stay in the lap of luxury,5
The highlight of our trip in Athens,5
Not too bad,4
"Great Facilities , So so service...",3
You get what you pay for,5
“An Enclave of Enchantment & Tranquility Unmatched on the Globe”,5
Absolute A+ luxury & service - a place of serenity in the midst of Athenian madness,5
Elegant!  Great Service and Fantastic Location.,5
Second visit and looking forward to more,5
Easter at the Grande,5
Luxury in a big city.,5
Honeymoon Hotel,5
Wonderful,5
Delightful hotel in a great location,5
Exquisite,5
A Five Star Experience,5
Beautiful hotel with wonderful service,5
Dont miss it as long as you get a cheap rate,4
Fantastic Hotel,5
Did not want to leave,5
breakfast & Acropolis,5
Luxury hotel,5
"Very nice hotel, usually very good service, great balcony view of the acropolis",5
Beautiful Start To A Honeymoon,4
Great Experience,5
Nicest hotel we have ever stayed at!!!,5
BEST OF THE BEST BY FAR,5
Easter trip,5
Athens experience,5
Excellent hotel in fantastic location,5
Lived up to expectations,5
5+ star services!,5
Truly 5 star,5
"Gorgeous Hotel, Lackluster Service",4
Beautiful Hotel,4
"Grand hotel, some disappointment",4
Great Location and Great Hotel,5
A top class hotel in an excellent location,5
"Excellent Hotel, but....",4
Exceeded Expectations from Check-in to Check-out,5
"Amazing Hotel, Great Location",5
"Beautiful hotel, great location",4
Pretty amazing,4
Excellent location.  Enjoyed our stay.,5
Disappointing,1
True Love,5
Fabulous Experience!!,5
A beautiful 'shell',4
Fabulous hotel with great location and rooftop breakfast.,5
Grand hotel in prime location. Good service. Restauarant has one of world's great views,5
A study in elegance.,5
Great hotel with a perfect location and nice rooms.,5
Fabulous location; beautiful room,5
"Good location, old-fashioned elegance",4
Boutique Hotel with heart,5
Worth the High Room Rate,5
"Grand hotel - great location, rooftop pool - restaurant may need to improve",4
Fabulous hotel!,5
"Great location, nice but rather small rooms, best breakfast location!",5
Worth it for the roof garden view!,5
Average service - tiny rooms - see my hotel map,3
Best Hotel in Athens!,5
Nice hotel but beware of parking services,3
Luxury in the Heart of Athens,5
Excellent place!,5
Perfect city hotel,5
Extremely stuffy and unwelcoming,1
Loved the Grande Bretagne!,5
Excellent Hotel,5
"This is a nice place to stay, the best hotel in Athens and all Greece",5
Grande it is,4
"Great location, traditional nice hotel, below average service",4
Old school grandeure,5
Amazing,5
Amazing staff,5
WOW WOW WOW!,5
Classically luxurious,5
the staff,5
